,url,title,author,num_ratings,avg_rating,minmax_norm_ratings,mean_norm_ratings,num_pages,original_publish_year,series,genres,awards,places
124,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,Tuesdays with Morrie,Mitch Albom,874844.0,4.13,5.12,1.3,210.0,1997,None,"Nonfiction, Autobiography > Memoir, Biography, ",None,None
125,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,The Unbearable Lightness of Being,Milan Kundera,388154.0,4.11,5.01,1.18,320.0,1984,0,"Fiction, Classics, Philosophy, ",Los Angeles Times Book Prize for Fiction (1984),Czech Republic
126,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,The Name of the Rose,Umberto Eco,328591.0,4.13,5.12,1.3,536.0,1980,0,None,"¾ë?ùë?ñ¦ë?, Premio Strega (1981), Los Angeles Times Book Prize Nominee for Fiction (1983), Edgar Award Nominee for Best Novel (1984), PEN Translation Prize for William Weaver (1984)   Premio Anghiari (1981), Premio Il Libro dell'anno (1981), Prix MÇ¸dicis Etranger (1982), Æ?Æ©Æ?Æ?ûÆ?Æ¦Æ¬Æ?Æ?Æ?Æ?¬ for Best Translated Mystery Novel of the Year in Japan (1991)",Italy
127,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,Where the Red Fern Grows,Wilson Rawls,370629.0,4.09,4.89,1.06,272.0,1961,0,"Classics, Fiction, Young Adult, ","Massachusetts Children's Book Award (1987), North Dakota Children's Choice Award (1981)",United States
128,https://www.goodreads.com/book/show/22034.The_Godfather,"The Godfather (The Godfather, #1)",Mario Puzo,371641.0,4.37,6.52,2.69,448.0,1969,1,"Fiction, Classics, Mystery > Crime, ",No Award,United States
129,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,The Count of Monte Cristo,Alexandre Dumas,815241.0,4.27,5.94,2.11,1276.0,1844,0,"Classics, Fiction, Historical > Historical Fiction, ",No Award,France
130,https://www.goodreads.com/book/show/4556058-the-last-olympian,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,795724.0,4.52,7.39,3.56,381.0,2009,1,"Fantasy, Young Adult, Fantasy > Mythology, ","Soaring Eagle Book Award (2010), Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009), Carnegie Medal Nominee (2010), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)",United States
131,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,The Scarlet Letter,Nathaniel Hawthorne,773392.0,3.42,1.0,-2.83,279.0,1850,0,"Classics, Fiction, Historical > Historical Fiction, ",No Award,United States
132,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,2411805.0,4.23,5.7,1.88,206.0,1950,None,"Fantasy, Classics, Fiction, ",None,Narni
133,https://www.goodreads.com/book/show/168642.In_Cold_Blood,In Cold Blood,Truman Capote,585385.0,4.07,4.77,0.95,343.0,1965,0,"Nonfiction, Classics, Crime > True Crime, ",Edgar Award for Best Fact Crime (1966),United States
134,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,"The Hobbit, or There and Back Again",J.R.R. Tolkien,3307392.0,4.28,5.99,2.17,366.0,1937,1,"Fantasy, Classics, Fiction, ","Keith Barker Millennium Book Award, Books I Loved Best Yearly (BILBY) Awards for Older Readers (1997), Mythopoeic Scholarship Award for Inklings Studies (1990)",Middle-earth
135,https://www.goodreads.com/book/show/830502.It,It,Stephen King,928241.0,4.25,5.82,1.99,1116.0,1986,0,"Horror, Fiction, Thriller, ","Locus Award Nominee for Best Fantasy Novel (1987), World Fantasy Award Nominee for Best Novel (1987), Colorado Blue Spruce Young Adult Book Award (1994), British Fantasy Award for Best Novel (1987)",United States
136,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,The Five People You Meet in Heaven,Mitch Albom,633803.0,3.96,4.14,0.31,196.0,2003,1,"Fiction, InspirationalContemporary",Lincoln Award Nominee (2008),United States
137,https://www.goodreads.com/book/show/36236124-fight-club,Fight Club,Chuck Palahniuk,533756.0,4.19,5.47,1.64,224.0,1998,1,"Fiction, Classics, Contemporary, ",Oregon Book Award for Fiction (1997),United States
138,https://www.goodreads.com/book/show/38709.Holes,"Holes (Holes, #1)",Louis Sachar,1073622.0,3.98,4.25,0.43,233.0,1996,1,"Young Adult, Fiction, Childrens, ","Newbery Medal (1999), National Book Award for Young People's Literature (1998), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2001), Grand Canyon Reader Award for Teen Book (2001), Nene Award (2001)   Maryland Black-Eyed Susan Book Award for Grade 6-9 (2001), Massachusetts Children's Book Award (2001), Flicker Tale Children's Book Award (2000), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2000), Vermont Golden Dome Book Award (2000), Evergreen Teen Book Award (2001), Soaring Eagle Book Award (2003), Sunshine State Young Readers Award for Grades 3-5 and Grades 6-8 (2002), Pacific Northwest Library Association Young Reader's Choice Award for Junior (2001), Zilveren Zoen (2000), Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2001), Boston Globe-Horn Book Award for Fiction (1999), New Mexico Land of Enchantment Award for Young Adult (2001), William Allen White Children's Book Award (2001), Oklahoma Sequoyah Award for Children and YA (2001), Rebecca Caudill Young Readers' Book Award (2002), Premi Protagonista Jove for Categoria 14-15 anys (2000)",United States
139,https://www.goodreads.com/book/show/343.Perfume,Perfume: The Story of a Murderer,Patrick SÇ¬skind,384382.0,4.03,4.54,0.72,263.0,1985,0,None,"World Fantasy Award for Best Novel (1987), PEN Translation Prize for John E. Woods (1987)",France
140,https://www.goodreads.com/book/show/6339664-hush-hush,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,643890.0,3.94,4.02,0.19,391.0,2009,1,"Young Adult, Fantasy, Romance, ",Goodreads Choice Award Nominee for Young Adult Series (2009),United States
141,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,484587.0,4.17,5.35,1.53,61.0,1957,1,"Childrens, Childrens > Picture Books, Classics, ","Books I Loved Best Yearly (BILBY) Awards for Early Readers (2004, 2012) (2004)",None
142,https://www.goodreads.com/book/show/30165203-american-gods,"American Gods (American Gods, #1)",Neil Gaiman,832408.0,4.11,5.01,1.18,635.0,2001,1,"Fantasy, Fiction, Fantasy > Urban Fantasy, ","Bram Stoker Award for Best Novel (2001), Hugo Award for Best Novel (2002), Nebula Award for Best Novel (2002), Locus Award for Best Fantasy Novel (2002), International Horror Guild Award Nominee for Best Novel (2001)   World Fantasy Award Nominee for Best Novel (2002), SFX Award for Best Novel (2002), Geffen Award (2003), Mythopoeic Fantasy Award Nominee for Adult Literature (2002), British Science Fiction Association Award Nominee for Best Novel (2001), Grand Prix de l'Imaginaire Nominee for Roman Ç¸tranger (2003), Prix Bob Morane for roman traduit (2003), British Fantasy Award Nominee for Best Novel (August Derlith Fantasy Award) (2002)",United States
143,https://www.goodreads.com/book/show/256008.Lonesome_Dove,Lonesome Dove (Lonesome Dove #1),Larry McMurtry,165425.0,4.5,7.27,3.44,960.0,1985,1,"Fiction, Historical > Historical Fiction, Westerns, ","Pulitzer Prize for Fiction (1986), PEN/Faulkner Award for Fiction Nominee (1986), National Book Critics Circle Award Nominee for Fiction (1985), Spur Award for Best Western Novel (1985)",United States
144,https://www.goodreads.com/book/show/472331.Watchmen,Watchmen,Alan Moore,516405.0,4.37,6.52,2.69,416.0,1987,1,"Sequential Art > Graphic Novels, Sequential Art > Comics, Fiction, ",Hugo Award for,United States
145,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,The Divine Comedy,Dante Alighieri,133543.0,4.06,4.72,0.89,798.0,1320,None,"Classics, Poetry, Fiction, ",None,None
146,https://www.goodreads.com/book/show/58572970-the-addiction-manifesto,The Addiction Manifesto,Jerry Weaver,1021.0,4.97,10.0,6.17,178.0,2018,0,"NonfictionSelf HelpSee top shelves?ÝAbout Jerry WeaverJerry WeaverfollowersBooks by Jerry WeaverMore?ÝRelated ArticlesReaders' Most Popular Recent History Books""A generation which ignores history has no past and no future.""¶ÿThis famous quotation,  from science fiction grand master Robert A. Heinlein, ...Read more... likes ¶ú  commentsTrivia About The Addiction Man...No trivia or quizzes yet. Add some now ¶¯",No Award,None
147,https://www.goodreads.com/book/show/114345.The_Little_House_Collection,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,147519.0,4.34,6.34,2.52,2700.0,1971,1,"Classics, Historical > Historical FictionChildrens",No Award,None
148,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,All Quiet on the Western Front,Erich Maria Remarque,387650.0,4.01,4.43,0.6,296.0,1929,1,"Classics, Fiction, Historical > Historical Fiction, ",Luisterboek Award Nominee (2015),Germany
149,https://www.goodreads.com/book/show/34268.Peter_Pan,Peter Pan,J.M. Barrie,310471.0,4.04,4.6,0.77,176.0,1911,1,"Classics, Fantasy, Fiction, ",No Award,United Kingdom
150,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,Love in the Time of Cholera,Gabriel GarcÇða MÇ­rquez,452971.0,3.93,3.96,0.14,348.0,1985,0,"Fiction, Classics, Historical > Historical Fiction, ","Audie Award, Los Angeles Times Book Prize for Fiction (1988)",Colombia
151,https://www.goodreads.com/book/show/11735983-insurgent,"Insurgent (Divergent, #2)",Veronica Roth,1317756.0,4.0,4.37,0.54,525.0,2012,1,None,"Romantic Times Reviewers' Choice Award (RT Award) for Young Adult Protagonist (2011), Goodreads Choice Award for Young Adult Fantasy and Goodreads Author (2012)",United States
152,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,A Walk to Remember,Nicholas Sparks,739671.0,4.19,5.47,1.64,215.0,1999,0,"Romance, Fiction, Womens Fiction > Chick Lit",Iowa High School Book Award (2004),United States
153,https://www.goodreads.com/book/show/1423.The_Compleat_Works_of_Wllm_Shkspr,The Compleat Works of Wllm Shkspr,Adam Long,8587.0,4.46,7.04,3.21,137.0,1994,0,PlaysClassicsHumor,No Award,None
154,https://www.goodreads.com/book/show/3412.The_Thorn_Birds,The Thorn Birds,Colleen McCullough,331902.0,4.23,5.7,1.88,692.0,1977,0,"Fiction, Historical > Historical Fiction, Romance, ",No Award,Australia
155,https://www.goodreads.com/book/show/2802316-shadow-kiss,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,346705.0,4.33,6.28,2.46,443.0,2008,1,"Young Adult, Paranormal > Vampires, Fantasy, ",Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011),United States
156,https://www.goodreads.com/book/show/12067.Good_Omens,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,622818.0,4.24,5.76,1.94,491.0,1990,0,"Fantasy, Fiction, Humor, ","Locus Award Nominee for Best Fantasy Novel (1991), World Fantasy Award Nominee for Best Novel (1991)",United Kingdom
157,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_,How the Grinch Stole Christmas!,Dr. Seuss,370971.0,4.36,6.46,2.63,64.0,1957,0,None,No Award,Who-ville
158,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,Their Eyes Were Watching God,Zora Neale Hurston,296799.0,3.96,4.14,0.31,238.0,1937,None,"Classics, Fiction, Historical > Historical Fiction, ",None,United States
159,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,304288.0,4.37,6.52,2.69,815.0,1996,1,"Science Fiction, Fiction, Humor, ",No Award,None
160,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,The Importance of Being Earnest,Oscar Wilde,330256.0,4.18,5.41,1.59,76.0,1895,0,"Classics, Plays, Fiction, ",No Award,United Kingdom
161,https://www.goodreads.com/book/show/19501.Eat_Pray_Love,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,1600856.0,3.59,1.99,-1.84,368.0,2006,0,"Nonfiction, Autobiography > Memoir, Travel, ",Puddly Award for Nonfiction (2008),Italy
162,https://www.goodreads.com/book/show/6867.Atonement,Atonement,Ian McEwan,474940.0,3.92,3.9,0.08,351.0,2001,0,"Fiction, Historical > Historical Fiction, Classics, ","Booker Prize Nominee (2001), James Tait Black Memorial Prize Nominee for Fiction (2001), Whitbread Award Nominee for Novel (2001), WH Smith Literary Award (2002), Los Angeles Times Book Prize for Fiction (2002)   Exclusive Books Boeke Prize (2002), National Book Critics Circle Award for Fiction (2002), Commonwealth Writers' Prize for Best Book in South Asia and Europe (2002), Deutscher BÇ¬cherpreis for Internationale Belletristik (2003), Premi Llibreter de narrativa Nominee (2003), International Dublin Literary Award Nominee (2003)",United Kingdom
163,https://www.goodreads.com/book/show/7190.The_Three_Musketeers,"The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,294242.0,4.08,4.83,1.01,625.0,1844,1,"Classics, Fiction, Historical > Historical Fiction, ",Premi Protagonista Jove Nominee for Categoria 16-17 anys (2000),France
164,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,408864.0,3.99,4.31,0.48,154.0,1900,1,"Classics, Fantasy, Fiction, ",Lewis Carroll Shelf Award (1968),United States
165,https://www.goodreads.com/book/show/18335634-clockwork-princess,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,395788.0,4.56,7.62,3.79,567.0,2013,1,"Fantasy, Young Adult, Romance, ",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013),United Kingdom
166,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,870089.0,4.4,6.69,2.86,361.0,2008,None,None,None,United States
167,https://www.goodreads.com/book/show/32929.Goodnight_Moon,Goodnight Moon,Margaret Wise Brown,338054.0,4.29,6.05,2.23,32.0,1947,1,"Childrens, Childrens > Picture Books, Classics",No Award,None
168,https://www.goodreads.com/book/show/2282133.Frostbite,"Frostbite (Vampire Academy, #2)",Richelle Mead,333138.0,4.26,5.88,2.05,327.0,2008,1,"Young Adult, Fantasy, Paranormal > Vampires, ",No Award,United States
169,https://www.goodreads.com/book/show/7784.The_Lorax,The Lorax,Dr. Seuss,314003.0,4.33,6.28,2.46,72.0,1971,0,"Childrens, Childrens > Picture Books, Fiction",California Young Readers Medal Nominee for Primary (1976),None
170,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,823732.0,4.35,6.4,2.57,320.0,2007,1,"Fantasy, Young Adult, Fantasy > Mythology, ",Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009),United States
171,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,A Midsummer Night's Dream,William Shakespeare,483894.0,3.95,4.08,0.25,240.0,1995,0,"Classics, Plays, Fiction, ",No Award,Atenas
172,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,903860.0,4.24,5.76,1.94,279.0,2006,1,"Fantasy, Young Adult, Fantasy > Mythology, ",No Award,United States
173,https://www.goodreads.com/book/show/5996153-blood-promise,"Blood Promise (Vampire Academy, #4)",Richelle Mead,296212.0,4.3,6.11,2.28,503.0,2009,1,None,"Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010), Goodreads Choice Award Nominee for Young Adult Series (2009)",United States
174,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,Tess of the D'Urbervilles,Thomas Hardy,257170.0,3.82,3.32,-0.5,518.0,2003,0,"Classics, Fiction, Romance",No Award,United Kingdom
175,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,Heart of Darkness,Joseph Conrad,454827.0,3.43,1.06,-2.77,188.0,1899,0,"Classics, Fiction, Literature, ",No Award,Belgium
176,https://www.goodreads.com/book/show/1078.The_Good_Earth,"The Good Earth (House of Earth, #1)",Pearl S. Buck,234821.0,3.99,4.31,0.48,418.0,1931,1,"Classics, Fiction, Historical > Historical Fiction, ","Pulitzer Prize for Novel (1932), William Dean Howells Medal (1935)",China
177,https://www.goodreads.com/book/show/2547.The_Prophet,The Prophet,Kahlil Gibran,262979.0,4.23,5.7,1.88,127.0,1923,None,"Poetry, Philosophy, Classics, ",None,None
178,https://www.goodreads.com/book/show/6186357-the-maze-runner,"The Maze Runner (The Maze Runner, #1)",James Dashner,1250206.0,4.04,4.6,0.77,384.0,2009,1,"Young Adult, Science Fiction > Dystopia, Science Fiction, ","Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011)   Evergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)",None
179,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,201936.0,4.48,7.15,3.33,1155.0,2008,1,Young AdultFictionFantasy,Audie Award for Excellence in Design (2016),None
180,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,The Call of the Wild,Jack London,378495.0,3.89,3.73,-0.1,172.0,1903,0,"Classics, Fiction, Adventure, ",No Award,United States
181,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,Bridge to Terabithia,Katherine Paterson,493187.0,4.02,4.48,0.66,190.0,2009,0,"Fiction, Young Adult, Classics, ","Newbery Medal (1978), Lewis Carroll Shelf Award (1978), Zilveren Griffel (1983), Vermont Golden Dome Book Award Nominee (1979), California Young Readers Medal Nominee for Middle School/Junior High (1980)",United States
182,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,199253.0,4.12,5.06,1.24,1009.0,1982,1,"Fantasy, Fiction, Historical > Historical Fiction, ",Locus Award for Best Fantasy Novel (1984),Avalon
183,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,The Joy Luck Club,Amy Tan,632088.0,3.95,4.08,0.25,352.0,1989,0,None,"California Book Award for Fiction (Gold) (1989), Los Angeles Times Book Prize Nominee for Fiction (1989), Northern California Book Awards for Fiction (1989), National Book Critics Circle Award Nominee for Fiction (1989), National Book Award Finalist for Fiction (1989)",United States
184,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,Alice in Wonderland,Jane Carruth,384309.0,4.03,4.54,0.72,92.0,1865,0,"Classics, Fantasy, Fiction, ","Kate Greenaway Medal (1988), Kurt Maschler Award (1999)",United Kingdom
185,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,The Phantom Tollbooth,Norton Juster,266735.0,4.18,5.41,1.59,248.0,1961,0,"Fantasy, Fiction, Classics, ",No Award,None
186,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,Jonathan Livingston Seagull,Richard Bach,225201.0,3.85,3.5,-0.33,112.0,1970,0,"Fiction, Classics, Philosophy",Nene Award (1974),None
187,https://www.goodreads.com/book/show/2175.Madame_Bovary,Madame Bovary,Gustave Flaubert,286089.0,3.69,2.57,-1.26,329.0,1856,0,"Classics, Fiction, Cultural > France, ",No Award,France
188,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,"Oh, the Places You'll Go!",Dr. Seuss,366438.0,4.35,6.4,2.57,44.0,1990,None,"Childrens, Childrens > Picture Books, Fiction, ",None,None
189,https://www.goodreads.com/book/show/18254.Oliver_Twist,Oliver Twist,Charles Dickens,349935.0,3.87,3.61,-0.21,608.0,1838,0,"Classics, Fiction, Historical > Historical Fiction",CityRead London (2012),United Kingdom
190,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,861837.0,4.24,5.76,1.94,503.0,2006,1,None,"Anthony Award Nominee for Best Novel (2010), Dilys Award Nominee (2010), CWA International Dagger Nominee (2009), Svenska Deckarakademins pris fÇôr bÇÏsta svenska kriminalroman (2006), Goodreads Choice Award for Mystery/Thriller (2009)",Sweeden
191,https://www.goodreads.com/book/show/295.Treasure_Island,Treasure Island,Robert Louis Stevenson,439030.0,3.84,3.44,-0.39,311.0,1883,0,"Classics, Fiction, Adventure, ","Odyssey Award Nominee (2008), PrÇ¦mio Jabuti Nominee for AdaptaÇõÇo (2017), Audie Award for Classic (2008)",United Kingdom
192,https://www.goodreads.com/book/show/27712.The_Neverending_Story,The Neverending Story,Michael Ende,181794.0,4.17,5.35,1.53,396.0,1979,None,"Fantasy, Classics, Fiction, ",None,Germany
193,https://www.goodreads.com/book/show/338798.Ulysses,Ulysses,James Joyce,117099.0,3.74,2.86,-0.97,783.0,1922,0,None,"ÑÑø¥?Ñ÷ÑóÑ«ÑøÑ¯Ñ«Ñø Ñ«ÑøÑü¥?ÑøÑïÑø ??Ñ¾¥?Ñ÷¥¥?Ñó Ñ?. Ñ?ÑøÑ«ÑóÑý?? for Ñ?¥?ÑæÑýÑóÑïÑ«Ñø ¥?¥ÑïÑóÑôÑæ¥¥?ÑýÑæÑ«Ñø Ñ¯Ñ÷¥?Ñæ¥?Ñø¥?¥¥?Ñø (2004), Premio Çnxel Casal da EdiciÇün for Premio Lois TobÇðo Ç­ TraduciÇün (Galician) (2013)",Ireland
194,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,2224968.0,3.66,2.39,-1.43,356.0,2011,1,"Romance, Fiction, Adult Fiction > Erotica, ","All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012), Australian Book Industry Award (ABIA) for International Book (2013), Goodreads Choice Award Nominee for Romance (2011)",United States
195,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,475454.0,4.19,5.47,1.64,274.0,1934,1,"Mystery, Classics, Fiction, ",CWA Best Ever Nominee for Crime Novel (2013),Yugoslavia
196,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,708307.0,4.54,7.5,3.68,1177.0,2000,1,"Fantasy, Fiction, Fantasy > Epic Fantasy, ","Hugo Award Nominee for Best Novel (2001), Nebula Award Nominee for Best Novel (2001), Locus Award for Best Fantasy Novel (2001), Geffen Award for Best Translated Fantasy Book (2002), Premio Ignotus (2006)   Premi Ictineu for Millor novel¶úla traduÇîda (2013)",Westeros
197,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,The Clan of the Cave Bear (Earth's Children #1),Jean M. Auel,246425.0,4.07,4.77,0.95,516.0,1980,1,"Historical > Historical Fiction, Fiction, Fantasy, ",National Book Award Finalist for First Novel (1981),Stone Age
198,https://www.goodreads.com/book/show/7896527-throne-of-glass,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,797063.0,4.19,5.47,1.64,406.0,2012,1,"Fantasy, Young Adult, Romance, ","Lincoln Award Nominee (2015), North Carolina Young Adult Book Award for High School (2015), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)",None
199,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,The Canterbury Tales,Geoffrey Chaucer,204184.0,3.52,1.58,-2.25,521.0,1400,None,"Classics, Fiction, Poetry, ",None,United Kingdom
200,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,A Farewell to Arms,Ernest Hemingway,286246.0,3.81,3.26,-0.56,293.0,1929,0,"Classics, Fiction, Historical > Historical Fiction, ",No Award,Italy
201,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,The World According to Garp,John Irving,214557.0,4.09,4.89,1.06,610.0,1978,0,"Fiction, ClassicsContemporary","National Book Award for Fiction (Paperback) (1980), National Book Critics Circle Award Nominee for Fiction (1978), National Book Award Finalist for Fiction (1979)",Austria
202,https://www.goodreads.com/book/show/6148028-catching-fire,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,2915092.0,4.3,6.11,2.28,391.0,2009,1,None,"Locus Award Nominee for Best Young Adult Book (2010), Golden Duck Award for Young Adult (Hal Clement Award) (2010), Soaring Eagle Book Award (2011), Children's Choice Book Award for Teen Choice Book of the Year (2010), Indies Choice Book Award for Young Adult (2010)   Teen Read Award Nominee for Best Read (2010), DABWAHA Romance Tournament for Best Young Adult (2010), Goodreads Choice Award for Favorite Book and Young Adult Series (2009) and Nominee for Best of the Best  (2018), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)",United States
203,https://www.goodreads.com/book/show/58696.David_Copperfield,David Copperfield,Charles Dickens,213993.0,4.01,4.43,0.6,882.0,1850,0,"Classics, Fiction, Literature",Audie Award Nominee for Fiction of Nonfiction Licenses or Distributed for Martin Jarvis (2003),United Kingdom
204,https://www.goodreads.com/book/show/10507293-the-selection,"The Selection (The Selection, #1)",Kiera Cass,1197557.0,4.11,5.01,1.18,336.0,2012,1,"Young Adult, Romance, Science Fiction > Dystopia, ","Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)",None
205,https://www.goodreads.com/book/show/9361589-the-night-circus,The Night Circus,Erin Morgenstern,804439.0,4.03,4.54,0.72,630.0,2011,0,"Fantasy, Fiction, Romance, ","Locus Award for Best First Novel (2012), Orange Prize Nominee for Fiction Longlist (2012), Guardian First Book Award Nominee for Longlist (2011), Mythopoeic Fantasy Award Nominee for Adult Literature (2012), ALA Alex Award (2012)   Lincoln Award Nominee (2014), The Kitschies Nominee for Golden Tentacle (Debut) (2011), Goodreads Choice Award Nominee for Best Fantasy and for Favorite Book (2011), International Dublin Literary Award Nominee (2013)",United Kingdom
206,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas,The Boy in the Striped Pajamas,John Boyne,644548.0,4.16,5.3,1.47,240.0,2006,0,"Historical > Historical Fiction, Fiction, Young Adult, ","Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2009), Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2008), Bord GÇ­is Energy Irish Book Award for John Murray Show Listeners' Choice Award (2007), Waterstones Children's Book Prize Nominee (2006), LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)   Premi Protagonista Jove for Categoria 15-16 anys (2008)",Germany
207,https://www.goodreads.com/book/show/40604658-jurassic-park,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,864736.0,4.06,4.72,0.89,466.0,1990,1,"Science Fiction, Fiction, Thriller, ","Audie Award for Science Fiction (2016), Books I Loved Best Yearly (BILBY) Awards for Secondary (1996), South Carolina Book Award for Young Adult Book (1994), Colorado Blue Spruce Young Adult Book Award (1993), Nevada Young Readers' Award for Young Adult Category  (1993)   Evergreen Teen Book Award Nominee (1993), Soaring Eagle Book Award (1995), Iowa Teen Award (1995)",Costa Rica
