,url,title,author,num_ratings,avg_rating,minmax_norm_ratings,mean_norm_ratings,num_pages,original_publish_year,series,genres,awards,places
19,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,The Perks of Being a Wallflower,Stephen Chbosky,1470801.0,4.21,5.59,1.76,213.0,1999,0,"Young Adult, Fiction, Contemporary, ",No Award,United States
20,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,8330148.0,4.48,7.15,3.33,309.0,1997,1,None,"Mythopoeic Fantasy Award for Children's Literature (2008), British Book Award for Children's Book of the Year (1998), Prijs van de Nederlandse Kinderjury for 6-9 jaar en 10-12 jaar (2002), American Booksellers Book Of The Year  Award for Children (1999), Audie Award (2000)   West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2000), South Carolina Book Award for Junior Book Award (2001), Grand Canyon Reader Award for Teen Book (2000), Charlotte Award (2000), Nene Award (2000), Massachusetts Children's Book Award (2000), Colorado Blue Spruce Young Adult Book Award (2001), Blue Hen Book Award for Chapter Book (2001), Nevada Young Readers' Award for Young Reader Category (2000), Golden Archer Award for Middle/Junior High (2000), Indian Paintbrush Book Award (2000), Hotze de Roosprijs (2002), NestlÇ¸ Smarties Book Prize for 9??11 years (1997), Eliot Rosewater Indiana High School Book Award (2001), Kinderboekwinkelprijs (1999), Parenting Book of the Year Award (1998), North East Teenage Book Award (1999), Specsavers National Book Award for Children's Book of the Year (1998), Washington State Sasquatch Award (2000), Literaturpreis der Jury der jungen Leser for Kinderbuch (1999), Carnegie Medal Nominee (1997), Rebecca Caudill Young Readers' Book Award (2001), Premi Protagonista Jove for Categoria 12-13 anys (2000)",United Kingdom
21,https://www.goodreads.com/book/show/13079982-fahrenheit-451,Fahrenheit 451,Ray Bradbury,1974002.0,3.98,4.25,0.43,194.0,1862,0,"Classics, Fiction, Science Fiction, ","Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award for Fiction (Silver) (1953), Retro Hugo Award for Best Novel (2004)",France
22,https://www.goodreads.com/book/show/24280.Les_Mis_rables,Les MisÇ¸rables,Victor Hugo,733504.0,4.19,5.47,1.64,1463.0,2011,0,"Classics, Fiction, Historical > Historical Fiction, ",No Award,United States
23,https://www.goodreads.com/book/show/13335037-divergent,"Divergent (Divergent, #1)",Veronica Roth,3369236.0,4.17,5.35,1.53,487.0,2011,1,"Young Adult, Science Fiction > Dystopia, Fiction, ","Georgia Peach Book Award (2012), South Carolina Book Award for Young Adult (2014), Rhode Island Teen Book Award (2013), Evergreen Teen Book Award (2014), Soaring Eagle Book Award (2012)   Milwaukee County Teen Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012), Sakura Medal, New Mexico Land of Enchantment Award for Young Adult (2014), Eliot Rosewater Indiana High School Book Award (2014), California Young Readers Medal for Young Adult (2014), Lincoln Award Nominee (2014), DABWAHA Romance Tournament for Best Young Adult Romance (2012), Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011), Green Mountain Book Award (2013), The Magnolia Award for 6-8 (2014), Louisiana Teen Readers' Choice (2014), Missouri Gateway Readers Award (2014), Oklahoma Sequoyah Award for High Schol (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)",United States
24,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,The Great Gatsby,F. Scott Fitzgerald,4356083.0,3.93,3.96,0.14,200.0,1988,0,None,"Grammy Award Nominee for Best Spoken Word Album (2003), Long Island Reads (2002)",Morocco
25,https://www.goodreads.com/book/show/18144590-the-alchemist,The Alchemist,Paulo Coelho,2480194.0,3.89,3.73,-0.1,182.0,1866,0,"Fiction, Classics, Fantasy, ","NBDB National Book Awards Nominee for Translation (2015), Grand Prix des lectrices de Elle for roman (1995), Premio Grinzane Cavour for Narrativa Straniera (1996), Corine Internationaler Buchpreis for Belletristik (2002)",Russia
26,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,Crime and Punishment,Fyodor Dostoevsky,730247.0,4.24,5.76,1.94,671.0,1954,0,"Classics, Fiction, Cultural > Russia, ",No Award,None
27,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,Lord of the Flies,William Golding,2531475.0,3.69,2.57,-1.26,182.0,1954,0,"Classics, Fiction, Young Adult, ",No Award,None
28,https://www.goodreads.com/book/show/157993.The_Little_Prince,The Little Prince,Antoine de Saint-ExupÇ¸ry,1680718.0,4.31,6.17,2.34,96.0,1943,0,"Classics, Fiction, Fantasy, ",Retro Hugo Award for Best Novella (2019),Italy
