,TITLE,AUTHOR,RATING,REVIEWERS,URL LINKS
444,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.83,181266,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic
445,"Faust, First Part",Johann Wolfgang von Goethe,3.9,65951,https://www.goodreads.com/book/show/14706.Faust_First_Part
446,The Scarlet Pimpernel,Emmuska Orczy,4.06,129727,https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel
447,The Virgin Suicides,Jeffrey Eugenides,3.83,254193,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides
448,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.46,407261,https://www.goodreads.com/book/show/20613470-heir-of-fire
449,The Chosen (Reuven Malther #1),Chaim Potok,4.05,89174,https://www.goodreads.com/book/show/187181.The_Chosen
450,"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.14,183282,https://www.goodreads.com/book/show/19302.Pippi_Longstocking
451,Houdini Heart,Ki Longfellow,3.78,6791,https://www.goodreads.com/book/show/11324204-houdini-heart
452,The Shipping News,Annie Proulx,3.87,136743,https://www.goodreads.com/book/show/7354.The_Shipping_News
453,Jonathan Strange & Mr Norrell,Susanna Clarke,3.84,217527,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell
454,High Fidelity,Nick Hornby,3.92,185690,https://www.goodreads.com/book/show/285092.High_Fidelity
455,"The One (The Selection, #3)",Kiera Cass,4.18,523829,https://www.goodreads.com/book/show/18635016-the-one
456,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.37,482269,https://www.goodreads.com/book/show/17167166-crown-of-midnight
457,The Tales of Beedle the Bard,J.K. Rowling,4.05,451332,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard
458,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.85,527943,https://www.goodreads.com/book/show/249747.Artemis_Fowl
459,"The Host (The Host, #1)",Stephenie Meyer,3.85,950503,https://www.goodreads.com/book/show/1656001.The_Host
460,Nineteen Minutes,Jodi Picoult,4.13,323030,https://www.goodreads.com/book/show/14866.Nineteen_Minutes
461,The Reader,Bernhard Schlink,3.77,186293,https://www.goodreads.com/book/show/101299.The_Reader
462,Shantaram,Gregory David Roberts,4.25,188749,https://www.goodreads.com/book/show/33600.Shantaram
463,Waiting for Godot,Samuel Beckett,3.83,177588,https://www.goodreads.com/book/show/17716.Waiting_for_Godot
464,Northanger Abbey,Jane Austen,3.84,341264,https://www.goodreads.com/book/show/50398.Northanger_Abbey
465,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,3.99,593043,https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City
466,Redeeming Love,Francine Rivers,4.5,252550,https://www.goodreads.com/book/show/11422.Redeeming_Love
467,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.27,465376,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
468,"Neuromancer (Sprawl, #1)",William Gibson,3.9,287961,https://www.goodreads.com/book/show/6088007-neuromancer
469,The Age of Innocence,Edith Wharton,3.96,152205,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence
470,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.73,564509,https://www.goodreads.com/book/show/6411961-the-lost-symbol
471,Coraline,Neil Gaiman,4.08,563332,https://www.goodreads.com/book/show/17061.Coraline
472,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,4.44,170635,https://www.goodreads.com/book/show/42900.Lover_Awakened
473,Dubliners,James Joyce,3.85,134671,https://www.goodreads.com/book/show/11012.Dubliners
474,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,428193,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader
475,"Betrayed (House of Night, #2)",P.C. Cast,3.92,255110,https://www.goodreads.com/book/show/676924.Betrayed
476,Carrie,Stephen King,3.97,595883,https://www.goodreads.com/book/show/10592.Carrie
477,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.04,759951,https://www.goodreads.com/book/show/22328546-red-queen
478,"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,306926,https://www.goodreads.com/book/show/41804.I_Robot
479,The Waste Land,T.S. Eliot,4.1,47932,https://www.goodreads.com/book/show/34080.The_Waste_Land
480,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.84,538109,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood
481,All the Bright Places,Jennifer Niven,4.15,422820,https://www.goodreads.com/book/show/18460392-all-the-bright-places
482,The Pearl,John Steinbeck,3.5,206051,https://www.goodreads.com/book/show/5308.The_Pearl
483,To the Lighthouse,Virginia Woolf,3.79,151564,https://www.goodreads.com/book/show/59716.To_the_Lighthouse
484,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.32,595876,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons
485,"Untamed (House of Night, #4)",P.C. Cast,3.94,226680,https://www.goodreads.com/book/show/2866718-untamed
486,Everything Is Illuminated,Jonathan Safran Foer,3.89,172833,https://www.goodreads.com/book/show/256566.Everything_Is_Illuminated
487,"The Twilight Collection (Twilight, #1-3)",Stephenie Meyer,3.8,44920,https://www.goodreads.com/book/show/690926.The_Twilight_Collection
488,The Jungle,Upton Sinclair,3.76,135140,https://www.goodreads.com/book/show/41681.The_Jungle
489,"Voyager (Outlander, #3)",Diana Gabaldon,4.38,279635,https://www.goodreads.com/book/show/10987.Voyager
490,"I, Claudius (Claudius, #1)",Robert Graves,4.23,61574,https://www.goodreads.com/book/show/18765.I_Claudius
491,A Room with a View,E.M. Forster,3.91,163764,https://www.goodreads.com/book/show/3087.A_Room_with_a_View
492,Me Talk Pretty One Day,David Sedaris,3.99,658379,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day
493,Pet Sematary,Stephen King,4.03,487770,https://www.goodreads.com/book/show/33124137-pet-sematary
494,Snow Falling on Cedars,David Guterson,3.85,176620,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars
495,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.02,425589,https://www.goodreads.com/book/show/16101128-the-5th-wave
496,We Were Liars,E. Lockhart,3.77,772823,https://www.goodreads.com/book/show/16143347-we-were-liars
497,Bleak House,Charles Dickens,4.0,103270,https://www.goodreads.com/book/show/31242.Bleak_House
498,"Chosen (House of Night, #3)",P.C. Cast,3.91,233141,https://www.goodreads.com/book/show/1326258.Chosen
499,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,246383,https://www.goodreads.com/book/show/84369.The_Last_Battle
500,The Exorcist,William Peter Blatty,4.19,201455,https://www.goodreads.com/book/show/179780.The_Exorcist
501,The Elephant Tree,R.D. Ronald,4.09,49506,https://www.goodreads.com/book/show/9293020-the-elephant-tree
502,The Republic,Plato,3.95,184443,https://www.goodreads.com/book/show/30289.The_Republic
503,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.54,758921,https://www.goodreads.com/book/show/838729.The_Return_of_the_King
504,Of Human Bondage,W. Somerset Maugham,4.12,53080,https://www.goodreads.com/book/show/31548.Of_Human_Bondage
505,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.29,879169,https://www.goodreads.com/book/show/3777732-city-of-glass
506,"Bloodlines (Bloodlines, #1)",Richelle Mead,4.19,180103,https://www.goodreads.com/book/show/8709527-bloodlines
507,"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.89,206201,https://www.goodreads.com/book/show/6644117-the-iron-king
508,Persuasion,Jane Austen,4.14,584081,https://www.goodreads.com/book/show/2156.Persuasion
509,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,478613,https://www.goodreads.com/book/show/8908.World_War_Z
510,Brideshead Revisited,Evelyn Waugh,4.0,99978,https://www.goodreads.com/book/show/30933.Brideshead_Revisited
511,The God Delusion,Richard Dawkins,3.9,251509,https://www.goodreads.com/book/show/14743.The_God_Delusion
512,The Complete Poems of Emily Dickinson,Emily Dickinson,4.24,89386,https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson
513,North and South,Elizabeth Gaskell,4.14,155416,https://www.goodreads.com/book/show/156538.North_and_South
514,The War of the Worlds,H.G. Wells,3.83,273556,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds
515,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.55,353364,https://www.goodreads.com/book/show/18006496-queen-of-shadows
516,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.48,873178,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo
517,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,237858,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule
518,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.1,107752,https://www.goodreads.com/book/show/11901.The_Witching_Hour
519,"Torment (Fallen, #2)",Lauren Kate,3.85,225006,https://www.goodreads.com/book/show/7740152-torment
520,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.01,429992,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches
521,Vanity Fair,William Makepeace Thackeray,3.79,122713,https://www.goodreads.com/book/show/5797.Vanity_Fair
522,"Cry, the Beloved Country",Alan Paton,3.9,70734,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country
523,Snow Crash,Neal Stephenson,4.03,252796,https://www.goodreads.com/book/show/40651883-snow-crash
524,"Angels & Demons (Robert Langdon, #1)",Dan Brown,3.92,2921393,https://www.goodreads.com/book/show/960.Angels_Demons
525,"The Elite (The Selection, #2)",Kiera Cass,3.98,589340,https://www.goodreads.com/book/show/16248068-the-elite
526,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.16,282583,https://www.goodreads.com/book/show/70535.2001
527,Johnny Got His Gun,Dalton Trumbo,4.18,37827,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun
528,The Woman in White,Wilkie Collins,3.99,142484,https://www.goodreads.com/book/show/5890.The_Woman_in_White
529,"Bared to You (Crossfire, #1)",Sylvia Day,4.17,487394,https://www.goodreads.com/book/show/20448515-bared-to-you
530,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.4,198691,https://www.goodreads.com/book/show/13188676-ignite-me
531,"Unwind (Unwind, #1)",Neal Shusterman,4.16,209238,https://www.goodreads.com/book/show/764347.Unwind
532,"Chocolat (Chocolat, #1)",Joanne Harris,3.96,119320,https://www.goodreads.com/book/show/47401.Chocolat
533,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.79,220128,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty
534,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13,149516,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave
535,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,4.01,167488,https://www.goodreads.com/book/show/2800905-the-summoning
536,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.05,253166,https://www.goodreads.com/book/show/4268157-perfect-chemistry
537,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.56,66698,https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set
538,A Christmas Carol,Charles Dickens,4.07,703249,https://www.goodreads.com/book/show/5326.A_Christmas_Carol
539,Cannery Row (Cannery Row #1),John Steinbeck,4.05,121239,https://www.goodreads.com/book/show/4799.Cannery_Row
540,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.66,339425,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea
541,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,318986,https://www.goodreads.com/book/show/17675462-the-raven-boys
542,Just Listen,Sarah Dessen,4.05,242637,https://www.goodreads.com/book/show/51738.Just_Listen
543,The Polar Express,Chris Van Allsburg,4.31,224976,https://www.goodreads.com/book/show/420282.The_Polar_Express
544,The Truth About Forever,Sarah Dessen,4.12,217099,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever
545,Sarah's Key,Tatiana de Rosnay,4.17,448083,https://www.goodreads.com/book/show/556602.Sarah_s_Key
546,Ishmael,Daniel Quinn,3.99,90409,https://www.goodreads.com/book/show/40611328-ishmael
547,Are You My Mother?,P.D. Eastman,4.19,228886,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_
548,Much Ado About Nothing,William Shakespeare,4.06,227896,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing
549,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,3.97,455799,https://www.goodreads.com/book/show/78411.The_Bad_Beginning
550,Far From the Madding Crowd,Thomas Hardy,3.95,138994,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd
551,It Ends with Us,Colleen Hoover,4.44,819928,https://www.goodreads.com/book/show/27362503-it-ends-with-us
552,The Goldfinch,Donna Tartt,3.92,803858,https://www.goodreads.com/book/show/17333223-the-goldfinch
553,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.24,211288,https://www.goodreads.com/book/show/77566.Hyperion
554,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.5,690698,https://www.goodreads.com/book/show/32075671-the-hate-u-give
555,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.11,182374,https://www.goodreads.com/book/show/15863832-angelfall
556,The Zombie Room,R.D. Ronald,4.1,52408,https://www.goodreads.com/book/show/29908754-the-zombie-room
557,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.2,441059,https://www.goodreads.com/book/show/1898.Into_Thin_Air
558,"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.55,57587,https://www.goodreads.com/book/show/2299110.Acheron
559,Lady Chatterley's Lover,D.H. Lawrence,3.51,109171,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover
560,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.09,264969,https://www.goodreads.com/book/show/10637766-silence
561,"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.2,273092,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie
562,Swann's Way,Marcel Proust,4.12,52626,https://www.goodreads.com/book/show/12749.Swann_s_Way
563,Nine Stories,J.D. Salinger,4.17,139945,https://www.goodreads.com/book/show/4009.Nine_Stories
564,"You Are Special (Wemmicksville, #1)",Max Lucado,4.43,51631,https://www.goodreads.com/book/show/56728.You_Are_Special
565,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.03,164866,https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer
566,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.16,171009,https://www.goodreads.com/book/show/10576365-the-darkest-minds
567,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,308251,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy
568,Twelfth Night,William Shakespeare,3.98,166846,https://www.goodreads.com/book/show/1625.Twelfth_Night
569,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.11,253264,https://www.goodreads.com/book/show/140077.Dead_to_the_World
570,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.29,74895,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman
571,"Slammed (Slammed, #1)",Colleen Hoover,4.23,233982,https://www.goodreads.com/book/show/30333938-slammed
572,A Little Life,Hanya Yanagihara,4.33,326070,https://www.goodreads.com/book/show/22822858-a-little-life
573,I Capture the Castle,Dodie Smith,4.0,92812,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle
574,"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.02,360338,https://www.goodreads.com/book/show/366522.P_S_I_Love_You
575,"Sabriel (Abhorsen,  #1)",Garth Nix,4.15,197884,https://www.goodreads.com/book/show/518848.Sabriel
576,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.46,809113,https://www.goodreads.com/book/show/222910.The_Two_Towers
577,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.93,329919,https://www.goodreads.com/book/show/7747374-i-am-number-four
578,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.19,248785,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods
579,Cutting for Stone,Abraham   Verghese,4.29,353470,https://www.goodreads.com/book/show/3591262-cutting-for-stone
580,The Last Lecture,Randy Pausch,4.25,324994,https://www.goodreads.com/book/show/40611510-the-last-lecture
581,A Monster Calls,Patrick Ness,4.34,237019,https://www.goodreads.com/book/show/25480342-a-monster-calls
582,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.09,357308,https://www.goodreads.com/book/show/7090447-the-red-pyramid
583,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.11,140845,https://www.goodreads.com/book/show/179064.The_Goose_Girl
584,Trainspotting (Mark Renton #2),Irvine Welsh,4.08,158827,https://www.goodreads.com/book/show/135836.Trainspotting
585,The Hours,Michael Cunningham,3.94,131007,https://www.goodreads.com/book/show/11899.The_Hours
586,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.34,226591,https://www.goodreads.com/book/show/40909452-drums-of-autumn
587,"Night  (The Night Trilogy, #1)",Elie Wiesel,4.35,1084200,https://www.goodreads.com/book/show/1617.Night
588,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.13,87515,https://www.goodreads.com/book/show/24861.Demian
589,Anne of Avonlea (Anne of Green Gables #2),L.M. Montgomery,4.2,168633,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea
590,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.16,101407,https://www.goodreads.com/book/show/29127.The_Last_Unicorn
591,Julius Caesar,William Shakespeare,3.69,184052,https://www.goodreads.com/book/show/13006.Julius_Caesar
592,The Glass Menagerie,Tennessee Williams,3.72,121445,https://www.goodreads.com/book/show/92517.The_Glass_Menagerie
593,No Country for Old Men,Cormac McCarthy,4.12,169412,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men
594,Sense and Sensibility,Jane Austen,4.08,1054997,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility
595,"World Without End (Kingsbridge, #2)",Ken Follett,4.28,223196,https://www.goodreads.com/book/show/5064.World_Without_End
596,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.08,235819,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead
597,"Hunted (House of Night, #5)",P.C. Cast,3.92,174708,https://www.goodreads.com/book/show/4134071-hunted
598,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,3.98,141669,https://www.goodreads.com/book/show/30868.The_Bean_Trees
599,We Need to Talk About Kevin,Lionel Shriver,4.06,181650,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin
600,Cyrano de Bergerac,Edmond Rostand,4.06,77554,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac
601,The Arabian Nights,Anonymous,4.04,73593,https://www.goodreads.com/book/show/93101.The_Arabian_Nights
602,Interpreter of Maladies,Jhumpa Lahiri,4.16,173525,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies
603,The Westing Game,Ellen Raskin,4.01,189443,https://www.goodreads.com/book/show/902.The_Westing_Game
604,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.69,163050,https://www.goodreads.com/book/show/305234.Wicked_Lovely
605,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.33,182913,https://www.goodreads.com/book/show/35729.Lover_Eternal
606,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.34,122000,https://www.goodreads.com/book/show/7723542-a-dog-s-purpose
607,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.75,256243,https://www.goodreads.com/book/show/17332218-words-of-radiance
608,Before I Fall,Lauren Oliver,3.89,320417,https://www.goodreads.com/book/show/6482837-before-i-fall
609,The Nightingale,Kristin Hannah,4.58,909390,https://www.goodreads.com/book/show/21853621-the-nightingale
610,All the King's Men,Robert Penn Warren,4.07,60705,https://www.goodreads.com/book/show/5527.All_the_King_s_Men
611,Peace Like a River,Leif Enger,3.98,86126,https://www.goodreads.com/book/show/227571.Peace_Like_a_River
612,I'll Give You the Sun,Jandy Nelson,4.15,295758,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun
613,The Merchant of Venice,William Shakespeare,3.79,170986,https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice
614,The Art of War,Sun Tzu,3.97,392867,https://www.goodreads.com/book/show/10534.The_Art_of_War
615,Invisible Monsters,Chuck Palahniuk,3.98,133453,https://www.goodreads.com/book/show/36236125-invisible-monsters
616,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.89,143738,https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned
617,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.97,100597,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich
618,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.97,179815,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go
619,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,265290,https://www.goodreads.com/book/show/65641.The_Silver_Chair
620,The Haunting of Hill House,Shirley Jackson,3.83,213087,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House
621,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.26,361341,https://www.goodreads.com/book/show/13206760-scarlet
622,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.42,318565,https://www.goodreads.com/book/show/13206828-cress
623,Emma,Jane Austen,4.03,746513,https://www.goodreads.com/book/show/6969.Emma
624,Gravity's Rainbow,Thomas Pynchon,3.98,40988,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow
625,"Left Behind (Left Behind, #1)",Tim LaHaye,3.84,216254,https://www.goodreads.com/book/show/27523.Left_Behind
626,The Memory Keeper's Daughter,Kim Edwards,3.68,581381,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter
627,"Poison Study (Study, #1)",Maria V. Snyder,4.09,157546,https://www.goodreads.com/book/show/60510.Poison_Study
628,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.11,240878,https://www.goodreads.com/book/show/7664041-inheritance
629,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,3.88,129240,https://www.goodreads.com/book/show/27003.The_Eyre_Affair
630,"Where She Went (If I Stay, #2)",Gayle Forman,4.0,277113,https://www.goodreads.com/book/show/8492825-where-she-went
631,"The Secret (The Secret, #1)",Rhonda Byrne,3.71,405807,https://www.goodreads.com/book/show/52529.The_Secret
632,"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.9,508398,https://www.goodreads.com/book/show/7631105-the-scorch-trials
633,Foucault's Pendulum,Umberto Eco,3.9,64504,https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum
634,Mythology,Edith Hamilton,4.02,49275,https://www.goodreads.com/book/show/23522.Mythology
635,Mistress Suffragette,Diana   Forbes,4.3,7121,https://www.goodreads.com/book/show/34521870-mistress-suffragette
636,Native Son,Richard Wright,4.01,93515,https://www.goodreads.com/book/show/15622.Native_Son
637,"The Talisman (The Talisman, #1)",Stephen King,4.13,115264,https://www.goodreads.com/book/show/59219.The_Talisman
638,1Q84 (1Q84 #1-3),Haruki Murakami,3.93,229443,https://www.goodreads.com/book/show/10357575-1q84
639,Seabiscuit: An American Legend,Laura Hillenbrand,4.2,156958,https://www.goodreads.com/book/show/110737.Seabiscuit
640,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.96,683550,https://www.goodreads.com/book/show/10194157-shadow-and-bone
641,"Oedipus Rex  (The Theban Plays, #1)",Sophocles,3.71,189171,https://www.goodreads.com/book/show/1554.Oedipus_Rex
642,"Darkfever (Fever, #1)",Karen Marie Moning,4.06,171629,https://www.goodreads.com/book/show/112750.Darkfever
643,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.98,387697,https://www.goodreads.com/book/show/121749.Prince_Caspian
644,"Shadowfever (Fever, #5)",Karen Marie Moning,4.39,104166,https://www.goodreads.com/book/show/7304203-shadowfever
645,"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin,4.09,142714,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness
646,"Inferno (Robert Langdon, #4)",Dan Brown,3.87,510050,https://www.goodreads.com/book/show/17212231-inferno
647,Macbeth,William Shakespeare,3.91,761375,https://www.goodreads.com/book/show/8852.Macbeth
648,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.32,80079,https://www.goodreads.com/book/show/682804.The_Killer_Angels
649,The History of Love,Nicole Krauss,3.92,129331,https://www.goodreads.com/book/show/3867.The_History_of_Love
650,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.0,271417,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea
651,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.04,418042,https://www.goodreads.com/book/show/7869.The_Bourne_Identity
652,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04,84641,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead
653,"Gone (Gone, #1)",Michael  Grant,3.86,191014,https://www.goodreads.com/book/show/2536134.Gone
654,The Night Before Christmas,Clement C. Moore,4.38,115454,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas
655,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.43,503587,https://www.goodreads.com/book/show/23766634-a-court-of-wings-and-ruin
656,A Brief History of Time,Stephen Hawking,4.19,366015,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time
657,If on a Winter's Night a Traveler,Italo Calvino,4.05,83012,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler
658,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.55,293394,https://www.goodreads.com/book/show/28260587-empire-of-storms
659,House of Sand and Fog,Andre Dubus III,3.85,129053,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog
660,The Girl on the Train,Paula Hawkins,3.95,2463694,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train
661,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.05,80807,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories
662,I Am Legend and Other Stories,Richard Matheson,4.0,124744,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories
663,A People's History of the United States,Howard Zinn,4.07,218569,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States
664,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,4.32,127664,https://www.goodreads.com/book/show/304027.Lover_Unbound
665,"Pretties (Uglies, #2)",Scott Westerfeld,3.84,247051,https://www.goodreads.com/book/show/24768.Pretties
666,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.1,545106,https://www.goodreads.com/book/show/26032825-the-cruel-prince
667,Possession,A.S. Byatt,3.88,77429,https://www.goodreads.com/book/show/41219.Possession
668,The Blind Assassin,Margaret Atwood,3.96,145662,https://www.goodreads.com/book/show/78433.The_Blind_Assassin
669,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.04,512349,https://www.goodreads.com/book/show/6853.One_for_the_Money
